AÑO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,NIVEL,SECTOR,INSCRITOS,DOCENTES,RELACION_ALUMNO_DOCENTE
2003,8,Totonicapán,5,Momostenango,PRIMARIA DE NIÑOS,PRIVADO,861,29,29.689655
2004,12,San Marcos,1,San Marcos,PRIMARIA DE NIÑOS,OFICIAL,6622,224,29.5625
2008,16,Alta Verapaz,2,Santa Cruz Verapaz,PRIMARIA DE NIÑOS,OFICIAL,4610,160,28.8125
2011,4,Chimaltenango,10,Santa Cruz Balanyá,PRIMARIA DE NIÑOS,PRIVADO,288,16,18
2014,6,Santa Rosa,6,Oratorio,PRIMARIA DE NIÑOS,PRIVADO,160,16,10
2014,14,Quiché,15,San Miguel Uspantán,PRIMARIA DE NIÑOS,PRIVADO,116,7,16.571428
2004,12,San Marcos,24,San José Ojetenán,PRIMARIA DE NIÑOS,OFICIAL,3841,116,33.112068
1993,13,Huehuetenango,28,San Rafael Petzal,PRIMARIA DE NIÑOS,OFICIAL,658,0,
2000,14,Quiché,15,San Miguel Uspantán,PRIMARIA DE NIÑOS,PRIVADO,63,0,
2005,4,Chimaltenango,7,Patzún,PRIMARIA DE NIÑOS,PRIVADO,2134,80,26.675
1994,8,Totonicapán,4,San Andrés Xecul,PRIMARIA DE NIÑOS,OFICIAL,2462,0,
2007,5,Escuintla,7,La Gomera,PRIMARIA DE NIÑOS,OFICIAL,8898,277,32.122743
1999,3,Sacatepéquez,8,San Lucas Sacatepéquez,PRIMARIA DE NIÑOS,PRIVADO,589,0,
2004,3,Sacatepéquez,13,San Miguel Dueñas,PRIMARIA DE NIÑOS,OFICIAL,1493,40,37.325
2010,5,Escuintla,13,Nueva Concepción,PRIMARIA DE NIÑOS,PRIVADO,795,45,17.666666
2013,22,Jutiapa,8,Jeréz,PRIMARIA DE NIÑOS,OFICIAL,889,52,17.096153
2009,8,Totonicapán,3,San Francisco El Alto,PRIMARIA DE NIÑOS,OFICIAL,10973,344,31.898255
1996,9,Quetzaltenango,11,Concepción Chiquirichapa,PRIMARIA DE NIÑOS,OFICIAL,1732,0,
1999,12,San Marcos,15,Malacatán,PRIMARIA DE NIÑOS,PRIVADO,894,0,
2000,4,Chimaltenango,14,Parramos,PRIMARIA DE NIÑOS,OFICIAL,959,0,
2000,15,Baja Verapaz,3,Rabinal,PRIMARIA DE NIÑOS,PRIVADO,306,0,
2005,5,Escuintla,6,Tiquisate,PRIMARIA DE NIÑOS,OFICIAL,7718,241,32.024896
2006,4,Chimaltenango,15,Zaragoza,PRIMARIA DE NIÑOS,OFICIAL,3032,100,30.32
2008,13,Huehuetenango,29,San Gaspar Ixchil,PRIMARIA DE NIÑOS,OFICIAL,1593,53,30.056603
2013,20,Chiquimula,8,Concepción Las Minas,PRIMARIA DE NIÑOS,MUNICIPAL,65,4,16.25
2011,12,San Marcos,3,San Antonio Sacatepéquez,PRIMARIA DE NIÑOS,OFICIAL,3534,134,26.373134
2004,5,Escuintla,5,Masagua,PRIMARIA DE NIÑOS,OFICIAL,6227,184,33.842391
2007,2,El Progreso,6,Sansare,PRIMARIA DE NIÑOS,OFICIAL,1972,75,26.293333
2008,5,Escuintla,3,La Democracia,PRIMARIA DE NIÑOS,MUNICIPAL,281,13,21.615384
2006,17,Petén,4,San Andrés,PRIMARIA DE NIÑOS,PRIVADO,219,9,24.333333
2009,20,Chiquimula,1,Chiquimula,PRIMARIA DE NIÑOS,PRIVADO,1764,96,18.375
1992,20,Chiquimula,11,Ipala,PRIMARIA DE NIÑOS,PRIVADO,278,0,
1996,11,Retalhuleu,3,Santa Cruz Muluá,PRIMARIA DE NIÑOS,OFICIAL,1601,0,
2012,10,Suchitepéquez,10,San Antonio Suchitepéquez,PRIMARIA DE NIÑOS,OFICIAL,8984,352,25.522727
1996,3,Sacatepéquez,4,Sumpango,PRIMARIA DE NIÑOS,PRIVADO,315,0,
2001,4,Chimaltenango,1,Chimaltenango,PRIMARIA DE NIÑOS,OFICIAL,10306,0,
1998,5,Escuintla,8,Guanagazapa,PRIMARIA DE NIÑOS,OFICIAL,1750,0,
2001,18,Izabal,3,El Estor,PRIMARIA DE NIÑOS,OFICIAL,7222,0,
2008,5,Escuintla,4,Siquinalá,PRIMARIA DE NIÑOS,OFICIAL,4361,141,30.929078
2015,12,San Marcos,2,San Pedro Sacatepéquez,PRIMARIA DE NIÑOS,PRIVADO,869,71,12.239436
2011,14,Quiché,16,Sacapulas,PRIMARIA DE NIÑOS,OFICIAL,10876,467,23.289079
2013,11,Retalhuleu,1,Retalhuleu,PRIMARIA DE NIÑOS,PRIVADO,1950,203,9.605911
2005,7,Sololá,9,San Andrés Semetabaj,PRIMARIA DE NIÑOS,OFICIAL,2004,71,28.225352
2004,12,San Marcos,13,El Tumbador,PRIMARIA DE NIÑOS,PRIVADO,1046,29,36.068965
1994,12,San Marcos,20,El Quetzal,PRIMARIA DE NIÑOS,OFICIAL,2174,0,
2001,9,Quetzaltenango,4,San Carlos Sija,PRIMARIA DE NIÑOS,PRIVADO,20,0,
2007,4,Chimaltenango,8,San Miguel Pochuta,PRIMARIA DE NIÑOS,MUNICIPAL,62,2,31
2009,9,Quetzaltenango,23,La Esperanza,PRIMARIA DE NIÑOS,OFICIAL,2670,87,30.689655
2012,12,San Marcos,21,La Reforma,PRIMARIA DE NIÑOS,OFICIAL,3527,130,27.130769
1992,7,Sololá,12,San Antonio Palopó,PRIMARIA DE NIÑOS,OFICIAL,996,0,
1993,17,Petén,6,San Francisco,PRIMARIA DE NIÑOS,MUNICIPAL,39,0,
1996,7,Sololá,19,Santiago Atitlán,PRIMARIA DE NIÑOS,OFICIAL,1938,0,
2014,9,Quetzaltenango,16,Zunil,PRIMARIA DE NIÑOS,PRIVADO,162,14,11.571428
2014,7,Sololá,4,Santa Lucía Utatlán,PRIMARIA DE NIÑOS,OFICIAL,3112,178,17.483146
2008,1,Guatemala,10,San Juan Sacatepéquez,PRIMARIA DE NIÑOS,OFICIAL,31199,860,36.277906
2016,21,Jalapa,5,San Carlos Alzatate,PRIMARIA DE NIÑOS,PRIVADO,27,0,
1996,14,Quiché,8,San Antonio Ilotenango,PRIMARIA DE NIÑOS,PRIVADO,124,0,
1995,4,Chimaltenango,12,San Pedro Yepocapa,PRIMARIA DE NIÑOS,PRIVADO,476,0,
2004,3,Sacatepéquez,9,Santa Lucía Milpas Altas,PRIMARIA DE NIÑOS,OFICIAL,1463,46,31.804347
2003,22,Jutiapa,2,El Progreso,PRIMARIA DE NIÑOS,PRIVADO,588,20,29.4
1997,18,Izabal,2,Livingston,PRIMARIA DE NIÑOS,PRIVADO,996,0,
2004,21,Jalapa,4,San Manuel Chaparrón,PRIMARIA DE NIÑOS,PRIVADO,151,6,25.166666
2005,5,Escuintla,7,La Gomera,PRIMARIA DE NIÑOS,MUNICIPAL,157,5,31.4
1998,1,Guatemala,14,Amatitlán,PRIMARIA DE NIÑOS,PRIVADO,1875,0,
2015,1,Guatemala,7,San Pedro Ayampuc,PRIMARIA DE NIÑOS,PRIVADO,1674,137,12.218978
2016,10,Suchitepéquez,6,Santo Domingo Suchitepéquez,PRIMARIA DE NIÑOS,OFICIAL,6831,0,
1992,6,Santa Rosa,1,Cuilapa,PRIMARIA DE NIÑOS,OFICIAL,3940,0,
2000,2,El Progreso,3,San Agustin Acasaguastlán,PRIMARIA DE NIÑOS,PRIVADO,235,0,
2014,22,Jutiapa,14,Moyuta,PRIMARIA DE NIÑOS,MUNICIPAL,63,2,31.5
2013,19,Zacapa,5,Teculután,PRIMARIA DE NIÑOS,MUNICIPAL,0,0,
2000,17,Petén,1,Flores,PRIMARIA DE NIÑOS,OFICIAL,5693,0,
1999,11,Retalhuleu,4,San Martín Zapotitlán,PRIMARIA DE NIÑOS,OFICIAL,1133,0,
1999,5,Escuintla,9,San José,PRIMARIA DE NIÑOS,MUNICIPAL,32,0,
2001,21,Jalapa,3,San Luis Jilotepéque,PRIMARIA DE NIÑOS,PRIVADO,213,0,
2000,17,Petén,12,Poptún,PRIMARIA DE NIÑOS,PRIVADO,439,0,
2003,9,Quetzaltenango,23,La Esperanza,PRIMARIA DE NIÑOS,PRIVADO,308,21,14.666666
2004,5,Escuintla,13,Nueva Concepción,PRIMARIA DE NIÑOS,OFICIAL,11641,405,28.743209
2010,9,Quetzaltenango,21,Génova Costa Cuca,PRIMARIA DE NIÑOS,OFICIAL,8141,308,26.431818
2004,12,San Marcos,4,Comitancillo,PRIMARIA DE NIÑOS,PRIVADO,12,2,6
2006,11,Retalhuleu,3,Santa Cruz Muluá,PRIMARIA DE NIÑOS,PRIVADO,25,2,12.5
2009,6,Santa Rosa,9,Taxisco,PRIMARIA DE NIÑOS,PRIVADO,205,15,13.666666
2012,19,Zacapa,4,Gualán,PRIMARIA DE NIÑOS,OFICIAL,6644,327,20.318042
2011,13,Huehuetenango,1,Huehuetenango,PRIMARIA DE NIÑOS,OFICIAL,14353,589,24.368421
2015,13,Huehuetenango,17,Santa Eulalia,PRIMARIA DE NIÑOS,OFICIAL,7901,255,30.984313
1998,12,San Marcos,9,Tajumulco,PRIMARIA DE NIÑOS,MUNICIPAL,155,0,
2001,20,Chiquimula,5,Camotán,PRIMARIA DE NIÑOS,MUNICIPAL,163,0,
2004,15,Baja Verapaz,7,San Jerónimo,PRIMARIA DE NIÑOS,PRIVADO,59,6,9.833333
2009,16,Alta Verapaz,13,Chisec,PRIMARIA DE NIÑOS,OFICIAL,22778,715,31.857342
2014,15,Baja Verapaz,6,Santa Cruz El Chol,PRIMARIA DE NIÑOS,OFICIAL,1431,110,13.00909
2016,22,Jutiapa,12,Jalpatagua,PRIMARIA DE NIÑOS,OFICIAL,3824,0,
1999,21,Jalapa,7,Mataquescuintla,PRIMARIA DE NIÑOS,OFICIAL,4047,0,
1993,7,Sololá,19,Santiago Atitlán,PRIMARIA DE NIÑOS,PRIVADO,672,0,
2002,4,Chimaltenango,6,Tecpán Guatemala,PRIMARIA DE NIÑOS,PRIVADO,840,0,
2003,11,Retalhuleu,8,Nuevo San Carlos,PRIMARIA DE NIÑOS,PRIVADO,230,7,32.857142
2005,3,Sacatepéquez,8,San Lucas Sacatepéquez,PRIMARIA DE NIÑOS,OFICIAL,2168,61,35.540983
1993,11,Retalhuleu,6,San Andrés Villa Seca,PRIMARIA DE NIÑOS,OFICIAL,5095,0,
1994,3,Sacatepéquez,9,Santa Lucía Milpas Altas,PRIMARIA DE NIÑOS,OFICIAL,1036,0,
2001,14,Quiché,8,San Antonio Ilotenango,PRIMARIA DE NIÑOS,OFICIAL,2635,0,
2015,9,Quetzaltenango,12,San Martín Sacatepéquez,PRIMARIA DE NIÑOS,OFICIAL,4573,255,17.933333
2015,9,Quetzaltenango,9,San Juan Ostuncalco,PRIMARIA DE NIÑOS,OFICIAL,8281,423,19.576832
2015,17,Petén,5,La Libertad,PRIMARIA DE NIÑOS,PRIVADO,434,36,12.055555
1993,9,Quetzaltenango,2,Salcajá,PRIMARIA DE NIÑOS,OFICIAL,2257,0,
1994,5,Escuintla,13,Nueva Concepción,PRIMARIA DE NIÑOS,MUNICIPAL,244,0,
1996,9,Quetzaltenango,23,La Esperanza,PRIMARIA DE NIÑOS,OFICIAL,1598,0,
2004,22,Jutiapa,7,Atescatempa,PRIMARIA DE NIÑOS,PRIVADO,220,14,15.714285
1998,5,Escuintla,5,Masagua,PRIMARIA DE NIÑOS,PRIVADO,274,0,
1996,1,Guatemala,14,Amatitlán,PRIMARIA DE NIÑOS,PRIVADO,1891,0,
2007,22,Jutiapa,8,Jeréz,PRIMARIA DE NIÑOS,MUNICIPAL,10,1,10
2007,17,Petén,2,San José,PRIMARIA DE NIÑOS,OFICIAL,1086,39,27.846153
2014,5,Escuintla,13,Nueva Concepción,PRIMARIA DE NIÑOS,OFICIAL,10001,524,19.085877
2000,13,Huehuetenango,13,San Miguel Acatán,PRIMARIA DE NIÑOS,PRIVADO,205,0,
2004,13,Huehuetenango,11,La Libertad,PRIMARIA DE NIÑOS,PRIVADO,212,10,21.2
2004,4,Chimaltenango,14,Parramos,PRIMARIA DE NIÑOS,PRIVADO,552,23,24
2010,20,Chiquimula,11,Ipala,PRIMARIA DE NIÑOS,PRIVADO,407,23,17.695652
1994,13,Huehuetenango,11,La Libertad,PRIMARIA DE NIÑOS,OFICIAL,3043,0,
1998,4,Chimaltenango,10,Santa Cruz Balanyá,PRIMARIA DE NIÑOS,PRIVADO,175,0,
2002,5,Escuintla,4,Siquinalá,PRIMARIA DE NIÑOS,PRIVADO,473,0,
1992,3,Sacatepéquez,14,San Juan Alotenango,PRIMARIA DE NIÑOS,PRIVADO,352,0,
1994,4,Chimaltenango,11,Acatenango,PRIMARIA DE NIÑOS,OFICIAL,1967,0,
1994,15,Baja Verapaz,6,Santa Cruz El Chol,PRIMARIA DE NIÑOS,PRIVADO,53,0,
1998,10,Suchitepéquez,15,Santa Bárbara,PRIMARIA DE NIÑOS,PRIVADO,973,0,
2000,9,Quetzaltenango,10,San Mateo,PRIMARIA DE NIÑOS,OFICIAL,870,0,
2006,11,Retalhuleu,5,San Felipe,PRIMARIA DE NIÑOS,PRIVADO,550,40,13.75
2008,12,San Marcos,12,Nuevo Progreso,PRIMARIA DE NIÑOS,OFICIAL,6212,195,31.85641
2014,21,Jalapa,6,Monjas,PRIMARIA DE NIÑOS,PRIVADO,401,28,14.321428
2001,14,Quiché,15,San Miguel Uspantán,PRIMARIA DE NIÑOS,PRIVADO,73,0,
2014,7,Sololá,1,Sololá,PRIMARIA DE NIÑOS,PRIVADO,442,47,9.404255
1992,5,Escuintla,13,Nueva Concepción,PRIMARIA DE NIÑOS,PRIVADO,1171,0,
1992,7,Sololá,3,Santa María Visitación,PRIMARIA DE NIÑOS,PRIVADO,45,0,
1997,5,Escuintla,9,San José,PRIMARIA DE NIÑOS,OFICIAL,5354,0,
2005,14,Quiché,6,Santo Tomás Chichicastenango,PRIMARIA DE NIÑOS,OFICIAL,20743,556,37.307553
2014,7,Sololá,16,San Marcos La Laguna,PRIMARIA DE NIÑOS,OFICIAL,428,23,18.608695
2014,5,Escuintla,11,Palín,PRIMARIA DE NIÑOS,PRIVADO,2010,159,12.641509
2011,7,Sololá,16,San Marcos La Laguna,PRIMARIA DE NIÑOS,OFICIAL,507,22,23.045454
1994,2,El Progreso,4,San Cristóbal Acasaguastlán,PRIMARIA DE NIÑOS,OFICIAL,868,0,
1995,10,Suchitepéquez,17,Santo Tomás La Unión,PRIMARIA DE NIÑOS,OFICIAL,1050,0,
1995,1,Guatemala,17,San Miguel Petapa,PRIMARIA DE NIÑOS,PRIVADO,1583,0,
2004,9,Quetzaltenango,13,Almolonga,PRIMARIA DE NIÑOS,PRIVADO,307,15,20.466666
1997,21,Jalapa,4,San Manuel Chaparrón,PRIMARIA DE NIÑOS,OFICIAL,1456,0,
2001,12,San Marcos,3,San Antonio Sacatepéquez,PRIMARIA DE NIÑOS,OFICIAL,3091,0,
2003,11,Retalhuleu,5,San Felipe,PRIMARIA DE NIÑOS,PRIVADO,449,30,14.966666
2003,1,Guatemala,12,Chuarrancho,PRIMARIA DE NIÑOS,OFICIAL,1437,47,30.574468
2008,13,Huehuetenango,12,La Democracia,PRIMARIA DE NIÑOS,PRIVADO,739,34,21.735294
2008,13,Huehuetenango,15,Todos Santos Cuchumatán,PRIMARIA DE NIÑOS,MUNICIPAL,61,3,20.333333
1996,10,Suchitepéquez,16,San Juan Bautista,PRIMARIA DE NIÑOS,PRIVADO,119,0,
1998,4,Chimaltenango,1,Chimaltenango,PRIMARIA DE NIÑOS,PRIVADO,1684,0,
2000,12,San Marcos,13,El Tumbador,PRIMARIA DE NIÑOS,OFICIAL,5163,0,
2004,22,Jutiapa,4,Agua Blanca,PRIMARIA DE NIÑOS,OFICIAL,2899,114,25.429824
2009,8,Totonicapán,5,Momostenango,PRIMARIA DE NIÑOS,OFICIAL,22240,746,29.812332
2012,16,Alta Verapaz,13,Chisec,PRIMARIA DE NIÑOS,OFICIAL,17099,562,30.425266
2014,7,Sololá,17,San Juan La Laguna,PRIMARIA DE NIÑOS,PRIVADO,211,16,13.1875
2015,14,Quiché,6,Santo Tomás Chichicastenango,PRIMARIA DE NIÑOS,PRIVADO,513,44,11.65909
2009,5,Escuintla,3,La Democracia,PRIMARIA DE NIÑOS,PRIVADO,277,11,25.181818
2012,4,Chimaltenango,15,Zaragoza,PRIMARIA DE NIÑOS,OFICIAL,3055,114,26.798245
1994,12,San Marcos,21,La Reforma,PRIMARIA DE NIÑOS,OFICIAL,1850,0,
1999,11,Retalhuleu,5,San Felipe,PRIMARIA DE NIÑOS,OFICIAL,2544,0,
2007,2,El Progreso,8,San Antonio La Paz,PRIMARIA DE NIÑOS,PRIVADO,73,8,9.125
1994,1,Guatemala,9,San Pedro Sacatepéquez,PRIMARIA DE NIÑOS,OFICIAL,3066,0,
1994,13,Huehuetenango,5,Nentón,PRIMARIA DE NIÑOS,OFICIAL,2383,0,
1998,19,Zacapa,2,Estanzuela,PRIMARIA DE NIÑOS,PRIVADO,173,0,
2000,14,Quiché,9,San Pedro Jocopilas,PRIMARIA DE NIÑOS,OFICIAL,2944,0,
1992,10,Suchitepéquez,17,Santo Tomás La Unión,PRIMARIA DE NIÑOS,OFICIAL,1158,0,
1993,18,Izabal,2,Livingston,PRIMARIA DE NIÑOS,OFICIAL,5435,0,
1996,20,Chiquimula,9,Quezaltepéque,PRIMARIA DE NIÑOS,OFICIAL,3902,0,
2008,1,Guatemala,17,San Miguel Petapa,PRIMARIA DE NIÑOS,PRIVADO,6706,357,18.784313
2007,22,Jutiapa,12,Jalpatagua,PRIMARIA DE NIÑOS,OFICIAL,4869,129,37.744186
2016,20,Chiquimula,2,San José La Arada,PRIMARIA DE NIÑOS,PRIVADO,47,0,
1992,5,Escuintla,7,La Gomera,PRIMARIA DE NIÑOS,OFICIAL,5248,0,
1995,14,Quiché,14,San Andrés Sajcabajá,PRIMARIA DE NIÑOS,OFICIAL,1810,0,
1996,5,Escuintla,12,San Vicente Pacaya,PRIMARIA DE NIÑOS,PRIVADO,190,0,
1994,16,Alta Verapaz,3,San Cristóbal Verapaz,PRIMARIA DE NIÑOS,PRIVADO,622,0,
1998,4,Chimaltenango,6,Tecpán Guatemala,PRIMARIA DE NIÑOS,OFICIAL,7374,0,
2003,9,Quetzaltenango,21,Génova Costa Cuca,PRIMARIA DE NIÑOS,OFICIAL,6881,201,34.23383
2005,6,Santa Rosa,12,Santa Cruz Naranjo,PRIMARIA DE NIÑOS,OFICIAL,2140,65,32.923076
2007,19,Zacapa,2,Estanzuela,PRIMARIA DE NIÑOS,PRIVADO,238,13,18.307692
2013,8,Totonicapán,1,Totonicapán,PRIMARIA DE NIÑOS,OFICIAL,15940,793,20.100882
1995,22,Jutiapa,8,Jeréz,PRIMARIA DE NIÑOS,OFICIAL,828,0,
2009,11,Retalhuleu,5,San Felipe,PRIMARIA DE NIÑOS,PRIVADO,511,38,13.447368
2014,4,Chimaltenango,4,San Juan Comalapa,PRIMARIA DE NIÑOS,PRIVADO,864,66,13.090909
2012,10,Suchitepéquez,7,San Lorenzo,PRIMARIA DE NIÑOS,OFICIAL,2331,103,22.631067
2012,12,San Marcos,9,Tajumulco,PRIMARIA DE NIÑOS,OFICIAL,12253,521,23.518234
2016,13,Huehuetenango,16,San Juan Atitán,PRIMARIA DE NIÑOS,OFICIAL,3291,0,
1992,7,Sololá,10,Panajachel,PRIMARIA DE NIÑOS,PRIVADO,982,0,
1993,3,Sacatepéquez,1,Antigua Guatemala,PRIMARIA DE NIÑOS,PRIVADO,2782,0,
2000,11,Retalhuleu,8,Nuevo San Carlos,PRIMARIA DE NIÑOS,OFICIAL,4974,0,
2000,13,Huehuetenango,11,La Libertad,PRIMARIA DE NIÑOS,OFICIAL,4905,0,
2003,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,MUNICIPAL,115,6,19.166666
2008,5,Escuintla,1,Escuintla,PRIMARIA DE NIÑOS,MUNICIPAL,89,2,44.5
2016,12,San Marcos,17,Ayutla (Tecún Umán),PRIMARIA DE NIÑOS,OFICIAL,4462,0,
1995,11,Retalhuleu,2,San Sebastián,PRIMARIA DE NIÑOS,PRIVADO,257,0,
1998,14,Quiché,18,Canillá,PRIMARIA DE NIÑOS,OFICIAL,1418,0,
2002,10,Suchitepéquez,17,Santo Tomás La Unión,PRIMARIA DE NIÑOS,PRIVADO,344,0,
2009,1,Guatemala,3,San José Pinula,PRIMARIA DE NIÑOS,PRIVADO,1723,101,17.059405
1996,9,Quetzaltenango,17,Colomba Costa Cuca,PRIMARIA DE NIÑOS,OFICIAL,4497,0,
2003,16,Alta Verapaz,5,Tamahú,PRIMARIA DE NIÑOS,OFICIAL,2044,68,30.058823
2009,1,Guatemala,6,Chinautla,PRIMARIA DE NIÑOS,OFICIAL,14884,416,35.778846
2015,10,Suchitepéquez,13,Chicacao,PRIMARIA DE NIÑOS,PRIVADO,641,41,15.634146
2015,3,Sacatepéquez,1,Antigua Guatemala,PRIMARIA DE NIÑOS,OFICIAL,5400,253,21.343873
2004,20,Chiquimula,4,Jocotán,PRIMARIA DE NIÑOS,MUNICIPAL,140,4,35
2010,2,El Progreso,8,San Antonio La Paz,PRIMARIA DE NIÑOS,PRIVADO,86,9,9.555555
2009,12,San Marcos,13,El Tumbador,PRIMARIA DE NIÑOS,OFICIAL,7375,255,28.921568
2009,19,Zacapa,1,Zacapa,PRIMARIA DE NIÑOS,PRIVADO,1960,85,23.058823
2011,20,Chiquimula,6,Olopa,PRIMARIA DE NIÑOS,OFICIAL,4966,209,23.760765
2013,3,Sacatepéquez,9,Santa Lucía Milpas Altas,PRIMARIA DE NIÑOS,PRIVADO,449,35,12.828571
2006,7,Sololá,12,San Antonio Palopó,PRIMARIA DE NIÑOS,OFICIAL,2382,84,28.357142
2007,12,San Marcos,1,San Marcos,PRIMARIA DE NIÑOS,OFICIAL,6389,217,29.442396
2014,3,Sacatepéquez,14,San Juan Alotenango,PRIMARIA DE NIÑOS,OFICIAL,2390,89,26.853932
2015,14,Quiché,4,Zacualpa,PRIMARIA DE NIÑOS,OFICIAL,6338,243,26.082304
1998,22,Jutiapa,7,Atescatempa,PRIMARIA DE NIÑOS,PRIVADO,86,0,
2006,13,Huehuetenango,28,San Rafael Petzal,PRIMARIA DE NIÑOS,OFICIAL,1736,51,34.039215
2008,6,Santa Rosa,3,Santa Rosa De Lima,PRIMARIA DE NIÑOS,PRIVADO,92,5,18.4
2010,14,Quiché,9,San Pedro Jocopilas,PRIMARIA DE NIÑOS,PRIVADO,13,3,4.333333
2011,5,Escuintla,5,Masagua,PRIMARIA DE NIÑOS,PRIVADO,343,26,13.192307
2015,10,Suchitepéquez,10,San Antonio Suchitepéquez,PRIMARIA DE NIÑOS,OFICIAL,8612,372,23.150537
1998,4,Chimaltenango,7,Patzún,PRIMARIA DE NIÑOS,PRIVADO,1982,0,
2013,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,OFICIAL,4090,168,24.345238
2015,10,Suchitepéquez,8,Samayac,PRIMARIA DE NIÑOS,OFICIAL,3007,142,21.176056
1996,11,Retalhuleu,5,San Felipe,PRIMARIA DE NIÑOS,OFICIAL,2444,0,
2001,13,Huehuetenango,1,Huehuetenango,PRIMARIA DE NIÑOS,OFICIAL,11530,0,
2011,5,Escuintla,6,Tiquisate,PRIMARIA DE NIÑOS,MUNICIPAL,34,3,11.333333
2009,3,Sacatepéquez,4,Sumpango,PRIMARIA DE NIÑOS,PRIVADO,830,62,13.387096
1999,10,Suchitepéquez,11,San Miguel Panám,PRIMARIA DE NIÑOS,OFICIAL,942,0,
2001,7,Sololá,8,Concepción,PRIMARIA DE NIÑOS,OFICIAL,443,0,
2015,11,Retalhuleu,6,San Andrés Villa Seca,PRIMARIA DE NIÑOS,OFICIAL,7731,409,18.9022
2016,22,Jutiapa,4,Agua Blanca,PRIMARIA DE NIÑOS,PRIVADO,35,0,
1996,5,Escuintla,3,La Democracia,PRIMARIA DE NIÑOS,PRIVADO,205,0,
1998,17,Petén,7,Santa Ana,PRIMARIA DE NIÑOS,OFICIAL,1622,0,
2014,9,Quetzaltenango,2,Salcajá,PRIMARIA DE NIÑOS,OFICIAL,2552,110,23.2
2000,19,Zacapa,4,Gualán,PRIMARIA DE NIÑOS,MUNICIPAL,195,0,
2003,15,Baja Verapaz,3,Rabinal,PRIMARIA DE NIÑOS,PRIVADO,385,25,15.4
2007,10,Suchitepéquez,12,San Gabriel,PRIMARIA DE NIÑOS,OFICIAL,903,27,33.444444
2015,2,El Progreso,3,San Agustin Acasaguastlán,PRIMARIA DE NIÑOS,PRIVADO,338,24,14.083333
1994,10,Suchitepéquez,17,Santo Tomás La Unión,PRIMARIA DE NIÑOS,PRIVADO,268,0,
1997,18,Izabal,2,Livingston,PRIMARIA DE NIÑOS,OFICIAL,6975,0,
1996,11,Retalhuleu,9,El Asintal,PRIMARIA DE NIÑOS,OFICIAL,3905,0,
1998,10,Suchitepéquez,3,San Francisco Zapotitlán,PRIMARIA DE NIÑOS,PRIVADO,739,0,
2006,22,Jutiapa,4,Agua Blanca,PRIMARIA DE NIÑOS,OFICIAL,2878,103,27.941747
2012,3,Sacatepéquez,7,San Bartolomé Milpas Altas,PRIMARIA DE NIÑOS,PRIVADO,225,23,9.782608
2014,11,Retalhuleu,7,Champerico,PRIMARIA DE NIÑOS,PRIVADO,360,30,12
2006,9,Quetzaltenango,18,San Francisco La Unión,PRIMARIA DE NIÑOS,PRIVADO,73,7,10.428571
2009,12,San Marcos,17,Ayutla (Tecún Umán),PRIMARIA DE NIÑOS,PRIVADO,844,43,19.627906
2010,19,Zacapa,6,Usumatlán,PRIMARIA DE NIÑOS,PRIVADO,27,3,9
2013,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,PRIVADO,1421,84,16.916666
2009,10,Suchitepéquez,18,Zunilito,PRIMARIA DE NIÑOS,OFICIAL,1503,61,24.639344
1993,12,San Marcos,7,Tacaná,PRIMARIA DE NIÑOS,OFICIAL,8333,0,
1995,19,Zacapa,6,Usumatlán,PRIMARIA DE NIÑOS,PRIVADO,63,0,
2016,4,Chimaltenango,15,Zaragoza,PRIMARIA DE NIÑOS,PRIVADO,645,0,
2003,16,Alta Verapaz,7,Panzós,PRIMARIA DE NIÑOS,PRIVADO,348,7,49.714285
1993,12,San Marcos,15,Malacatán,PRIMARIA DE NIÑOS,OFICIAL,9614,0,
2001,12,San Marcos,19,San Pablo,PRIMARIA DE NIÑOS,PRIVADO,217,0,
2003,4,Chimaltenango,13,San Andrés Iztapa,PRIMARIA DE NIÑOS,MUNICIPAL,31,2,15.5
2007,17,Petén,10,Sayaxché,PRIMARIA DE NIÑOS,PRIVADO,362,18,20.111111
1994,14,Quiché,4,Zacualpa,PRIMARIA DE NIÑOS,OFICIAL,1701,0,
2002,7,Sololá,6,Santa Catarina Ixtahuacán,PRIMARIA DE NIÑOS,OFICIAL,7782,0,
2015,13,Huehuetenango,18,San Mateo Ixtatán,PRIMARIA DE NIÑOS,PRIVADO,242,10,24.2
2005,20,Chiquimula,4,Jocotán,PRIMARIA DE NIÑOS,MUNICIPAL,178,5,35.6
2001,10,Suchitepéquez,19,Pueblo Nuevo,PRIMARIA DE NIÑOS,MUNICIPAL,33,0,
2013,10,Suchitepéquez,7,San Lorenzo,PRIMARIA DE NIÑOS,OFICIAL,2245,115,19.521739
1993,5,Escuintla,6,Tiquisate,PRIMARIA DE NIÑOS,PRIVADO,2043,0,
1992,22,Jutiapa,5,Asunción Mita,PRIMARIA DE NIÑOS,PRIVADO,363,0,
