AÑO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,NIVEL,SECTOR,INSCRITOS,DOCENTES,RELACION_ALUMNO_DOCENTE
2004,19,Zacapa,4,Gualán,PRIMARIA DE NIÑOS,OFICIAL,5645,219,25.776255
2011,3,Sacatepéquez,2,Jocotenango,PRIMARIA DE NIÑOS,OFICIAL,1594,62,25.709677
1992,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,MUNICIPAL,39,0,
1993,11,Retalhuleu,9,El Asintal,PRIMARIA DE NIÑOS,OFICIAL,3613,0,
2016,3,Sacatepéquez,14,San Juan Alotenango,PRIMARIA DE NIÑOS,OFICIAL,2200,0,
2001,20,Chiquimula,1,Chiquimula,PRIMARIA DE NIÑOS,PRIVADO,1414,0,
1995,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,OFICIAL,7542,0,
1995,19,Zacapa,4,Gualán,PRIMARIA DE NIÑOS,PRIVADO,1071,0,
1996,18,Izabal,4,Morales,PRIMARIA DE NIÑOS,OFICIAL,11097,0,
2000,10,Suchitepéquez,13,Chicacao,PRIMARIA DE NIÑOS,PRIVADO,1022,0,
2012,19,Zacapa,9,La Unión,PRIMARIA DE NIÑOS,PRIVADO,72,8,9
2016,16,Alta Verapaz,9,San Pedro Carchá,PRIMARIA DE NIÑOS,OFICIAL,38444,0,
2014,2,El Progreso,3,San Agustin Acasaguastlán,PRIMARIA DE NIÑOS,PRIVADO,352,26,13.538461
2001,2,El Progreso,7,Sanarate,PRIMARIA DE NIÑOS,OFICIAL,4480,0,
2002,2,El Progreso,1,Guastatoya,PRIMARIA DE NIÑOS,PRIVADO,553,0,
2007,13,Huehuetenango,22,Concepción Huista,PRIMARIA DE NIÑOS,OFICIAL,4692,154,30.467532
2011,1,Guatemala,1,Guatemala,PRIMARIA DE NIÑOS,PRIVADO,60026,3441,17.444347
2016,5,Escuintla,3,La Democracia,PRIMARIA DE NIÑOS,MUNICIPAL,160,0,
2000,5,Escuintla,1,Escuintla,PRIMARIA DE NIÑOS,PRIVADO,4309,0,
2000,13,Huehuetenango,1,Huehuetenango,PRIMARIA DE NIÑOS,PRIVADO,2694,0,
2009,14,Quiché,13,Nebaj,PRIMARIA DE NIÑOS,OFICIAL,15931,541,29.447319
2011,11,Retalhuleu,1,Retalhuleu,PRIMARIA DE NIÑOS,OFICIAL,13715,606,22.632013
2014,16,Alta Verapaz,3,San Cristóbal Verapaz,PRIMARIA DE NIÑOS,PRIVADO,689,48,14.354166
2005,2,El Progreso,6,Sansare,PRIMARIA DE NIÑOS,OFICIAL,1936,77,25.142857
2010,13,Huehuetenango,19,Colotenango,PRIMARIA DE NIÑOS,OFICIAL,6369,215,29.623255
2013,3,Sacatepéquez,7,San Bartolomé Milpas Altas,PRIMARIA DE NIÑOS,PRIVADO,246,32,7.6875
1993,5,Escuintla,9,San José,PRIMARIA DE NIÑOS,OFICIAL,5438,0,
1994,10,Suchitepéquez,15,Santa Bárbara,PRIMARIA DE NIÑOS,OFICIAL,900,0,
1995,3,Sacatepéquez,12,Ciudad Vieja,PRIMARIA DE NIÑOS,OFICIAL,2371,0,
1999,16,Alta Verapaz,4,Tactic,PRIMARIA DE NIÑOS,PRIVADO,481,0,
2006,3,Sacatepéquez,10,Magdalena Milpas Altas,PRIMARIA DE NIÑOS,OFICIAL,1556,47,33.106382
2004,16,Alta Verapaz,16,La Tinta,PRIMARIA DE NIÑOS,OFICIAL,5284,160,33.025
2007,15,Baja Verapaz,2,San Miguel Chicaj,PRIMARIA DE NIÑOS,OFICIAL,5373,189,28.428571
2010,5,Escuintla,11,Palín,PRIMARIA DE NIÑOS,PRIVADO,1909,102,18.715686
2006,14,Quiché,15,San Miguel Uspantán,PRIMARIA DE NIÑOS,PRIVADO,90,6,15
2010,17,Petén,5,La Libertad,PRIMARIA DE NIÑOS,PRIVADO,471,26,18.115384
2014,2,El Progreso,5,El Jícaro,PRIMARIA DE NIÑOS,OFICIAL,1825,101,18.069306
2015,22,Jutiapa,4,Agua Blanca,PRIMARIA DE NIÑOS,MUNICIPAL,35,3,11.666666
1997,13,Huehuetenango,12,La Democracia,PRIMARIA DE NIÑOS,PRIVADO,1292,0,
2008,5,Escuintla,9,San José,PRIMARIA DE NIÑOS,PRIVADO,885,53,16.698113
2010,12,San Marcos,29,San Lorenzo,PRIMARIA DE NIÑOS,OFICIAL,2246,106,21.188679
2009,20,Chiquimula,4,Jocotán,PRIMARIA DE NIÑOS,OFICIAL,10596,386,27.450777
1995,1,Guatemala,1,Guatemala,PRIMARIA DE NIÑOS,PRIVADO,63963,0,
2005,16,Alta Verapaz,12,Santa María Cahabón,PRIMARIA DE NIÑOS,OFICIAL,10756,346,31.086705
2013,1,Guatemala,11,San Raymundo,PRIMARIA DE NIÑOS,OFICIAL,4923,193,25.507772
1998,5,Escuintla,9,San José,PRIMARIA DE NIÑOS,OFICIAL,5713,0,
1999,7,Sololá,6,Santa Catarina Ixtahuacán,PRIMARIA DE NIÑOS,OFICIAL,7587,0,
1997,10,Suchitepéquez,18,Zunilito,PRIMARIA DE NIÑOS,OFICIAL,733,0,
2001,10,Suchitepéquez,6,Santo Domingo Suchitepéquez,PRIMARIA DE NIÑOS,OFICIAL,6719,0,
2000,3,Sacatepéquez,3,Pastores,PRIMARIA DE NIÑOS,OFICIAL,1493,0,
2010,3,Sacatepéquez,14,San Juan Alotenango,PRIMARIA DE NIÑOS,OFICIAL,2746,82,33.487804
1995,5,Escuintla,9,San José,PRIMARIA DE NIÑOS,PRIVADO,609,0,
1995,13,Huehuetenango,2,Chiantla,PRIMARIA DE NIÑOS,PRIVADO,240,0,
2001,22,Jutiapa,17,Quesada,PRIMARIA DE NIÑOS,OFICIAL,3300,0,
2008,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,OFICIAL,12724,431,29.522041
2013,13,Huehuetenango,2,Chiantla,PRIMARIA DE NIÑOS,PRIVADO,232,11,21.090909
1998,12,San Marcos,17,Ayutla (Tecún Umán),PRIMARIA DE NIÑOS,OFICIAL,4021,0,
2010,18,Izabal,3,El Estor,PRIMARIA DE NIÑOS,PRIVADO,239,13,18.384615
2016,12,San Marcos,10,Tejutla,PRIMARIA DE NIÑOS,PRIVADO,159,0,
1995,14,Quiché,2,Chiché,PRIMARIA DE NIÑOS,OFICIAL,2116,0,
1997,14,Quiché,1,Santa Cruz Del Quiché,PRIMARIA DE NIÑOS,PRIVADO,1142,0,
2001,14,Quiché,6,Santo Tomás Chichicastenango,PRIMARIA DE NIÑOS,OFICIAL,15949,0,
1992,13,Huehuetenango,27,Aguacatán,PRIMARIA DE NIÑOS,PRIVADO,793,0,
2009,4,Chimaltenango,14,Parramos,PRIMARIA DE NIÑOS,PRIVADO,771,29,26.586206
2014,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,MUNICIPAL,121,10,12.1
1992,17,Petén,12,Poptún,PRIMARIA DE NIÑOS,PRIVADO,314,0,
2001,1,Guatemala,10,San Juan Sacatepéquez,PRIMARIA DE NIÑOS,PRIVADO,2706,0,
2002,12,San Marcos,3,San Antonio Sacatepéquez,PRIMARIA DE NIÑOS,OFICIAL,3152,0,
2006,10,Suchitepéquez,14,Patulul,PRIMARIA DE NIÑOS,OFICIAL,4430,128,34.609375
1997,4,Chimaltenango,8,San Miguel Pochuta,PRIMARIA DE NIÑOS,PRIVADO,440,0,
1997,19,Zacapa,10,Huité,PRIMARIA DE NIÑOS,MUNICIPAL,24,0,
1999,17,Petén,9,San Luis,PRIMARIA DE NIÑOS,PRIVADO,666,0,
1997,22,Jutiapa,14,Moyuta,PRIMARIA DE NIÑOS,OFICIAL,6311,0,
2012,9,Quetzaltenango,7,Cajolá,PRIMARIA DE NIÑOS,OFICIAL,2627,115,22.843478
2013,16,Alta Verapaz,17,Raxruhá,PRIMARIA DE NIÑOS,OFICIAL,5750,244,23.565573
2015,12,San Marcos,10,Tejutla,PRIMARIA DE NIÑOS,OFICIAL,6021,290,20.762068
1995,18,Izabal,3,El Estor,PRIMARIA DE NIÑOS,MUNICIPAL,18,0,
2010,20,Chiquimula,5,Camotán,PRIMARIA DE NIÑOS,PRIVADO,653,27,24.185185
2015,10,Suchitepéquez,19,Pueblo Nuevo,PRIMARIA DE NIÑOS,PRIVADO,109,14,7.785714
1994,20,Chiquimula,4,Jocotán,PRIMARIA DE NIÑOS,OFICIAL,2483,0,
2002,15,Baja Verapaz,7,San Jerónimo,PRIMARIA DE NIÑOS,OFICIAL,3078,0,
2002,16,Alta Verapaz,12,Santa María Cahabón,PRIMARIA DE NIÑOS,MUNICIPAL,113,0,
2007,17,Petén,7,Santa Ana,PRIMARIA DE NIÑOS,MUNICIPAL,172,7,24.571428
2006,2,El Progreso,2,Morazán,PRIMARIA DE NIÑOS,OFICIAL,1992,88,22.636363
2007,16,Alta Verapaz,11,Lanquín,PRIMARIA DE NIÑOS,MUNICIPAL,68,3,22.666666
1999,13,Huehuetenango,21,Tectitán,PRIMARIA DE NIÑOS,OFICIAL,1295,0,
2005,7,Sololá,7,Santa Clara La Laguna,PRIMARIA DE NIÑOS,OFICIAL,1737,59,29.440677
2006,13,Huehuetenango,7,Jacaltenango,PRIMARIA DE NIÑOS,OFICIAL,7768,268,28.985074
1997,14,Quiché,11,San Juan Cotzal,PRIMARIA DE NIÑOS,PRIVADO,223,0,
2008,13,Huehuetenango,24,San Antonio Huista,PRIMARIA DE NIÑOS,PRIVADO,90,6,15
2012,12,San Marcos,6,Concepción Tutuapa,PRIMARIA DE NIÑOS,OFICIAL,15201,531,28.627118
2014,5,Escuintla,6,Tiquisate,PRIMARIA DE NIÑOS,PRIVADO,849,66,12.863636
1995,17,Petén,8,Dolores,PRIMARIA DE NIÑOS,PRIVADO,73,0,
2004,9,Quetzaltenango,9,San Juan Ostuncalco,PRIMARIA DE NIÑOS,OFICIAL,9410,257,36.614785
2005,15,Baja Verapaz,8,Purulhá,PRIMARIA DE NIÑOS,OFICIAL,7243,235,30.821276
2008,12,San Marcos,28,Rio Blanco,PRIMARIA DE NIÑOS,OFICIAL,1134,48,23.625
2010,3,Sacatepéquez,3,Pastores,PRIMARIA DE NIÑOS,OFICIAL,1796,67,26.80597
2002,14,Quiché,21,Pachalúm,PRIMARIA DE NIÑOS,OFICIAL,1536,0,
2005,20,Chiquimula,2,San José La Arada,PRIMARIA DE NIÑOS,OFICIAL,1448,67,21.61194
2002,19,Zacapa,9,La Unión,PRIMARIA DE NIÑOS,OFICIAL,3765,0,
2006,22,Jutiapa,3,Santa Catarina Mita,PRIMARIA DE NIÑOS,PRIVADO,260,13,20
2016,14,Quiché,5,Chajul,PRIMARIA DE NIÑOS,PRIVADO,88,0,
1997,20,Chiquimula,1,Chiquimula,PRIMARIA DE NIÑOS,OFICIAL,9649,0,
2012,22,Jutiapa,7,Atescatempa,PRIMARIA DE NIÑOS,OFICIAL,2484,131,18.961832
2012,7,Sololá,14,Santa Cruz La Laguna,PRIMARIA DE NIÑOS,OFICIAL,1154,51,22.62745
1995,13,Huehuetenango,26,Santa Cruz Barillas,PRIMARIA DE NIÑOS,OFICIAL,6421,0,
1999,3,Sacatepéquez,15,San Antonio Aguas Calientes,PRIMARIA DE NIÑOS,OFICIAL,532,0,
2005,11,Retalhuleu,6,San Andrés Villa Seca,PRIMARIA DE NIÑOS,PRIVADO,398,16,24.875
2004,16,Alta Verapaz,14,Chahal,PRIMARIA DE NIÑOS,MUNICIPAL,56,2,28
2011,8,Totonicapán,7,Santa Lucía La Reforma,PRIMARIA DE NIÑOS,PRIVADO,675,21,32.142857
2011,4,Chimaltenango,15,Zaragoza,PRIMARIA DE NIÑOS,PRIVADO,543,35,15.514285
1995,6,Santa Rosa,2,Barberena,PRIMARIA DE NIÑOS,OFICIAL,4533,0,
1999,4,Chimaltenango,5,Santa Apolonia,PRIMARIA DE NIÑOS,OFICIAL,1299,0,
1996,20,Chiquimula,4,Jocotán,PRIMARIA DE NIÑOS,OFICIAL,2631,0,
2000,10,Suchitepéquez,15,Santa Bárbara,PRIMARIA DE NIÑOS,PRIVADO,668,0,
2013,14,Quiché,13,Nebaj,PRIMARIA DE NIÑOS,PRIVADO,377,23,16.391304
1998,7,Sololá,5,Nahualá,PRIMARIA DE NIÑOS,MUNICIPAL,128,0,
2001,16,Alta Verapaz,5,Tamahú,PRIMARIA DE NIÑOS,OFICIAL,1730,0,
2011,21,Jalapa,3,San Luis Jilotepéque,PRIMARIA DE NIÑOS,PRIVADO,238,21,11.333333
2014,2,El Progreso,5,El Jícaro,PRIMARIA DE NIÑOS,PRIVADO,48,5,9.6
2013,20,Chiquimula,3,San Juan Ermita,PRIMARIA DE NIÑOS,PRIVADO,58,2,29
2002,11,Retalhuleu,7,Champerico,PRIMARIA DE NIÑOS,PRIVADO,454,0,
2005,6,Santa Rosa,11,Guazacapán,PRIMARIA DE NIÑOS,MUNICIPAL,30,2,15
2007,10,Suchitepéquez,14,Patulul,PRIMARIA DE NIÑOS,PRIVADO,1319,53,24.886792
2009,14,Quiché,21,Pachalúm,PRIMARIA DE NIÑOS,OFICIAL,1678,79,21.240506
2010,14,Quiché,4,Zacualpa,PRIMARIA DE NIÑOS,OFICIAL,7833,219,35.767123
2009,4,Chimaltenango,1,Chimaltenango,PRIMARIA DE NIÑOS,OFICIAL,14420,430,33.534883
2013,3,Sacatepéquez,16,Santa Catarina Barahona,PRIMARIA DE NIÑOS,OFICIAL,513,22,23.318181
2015,10,Suchitepéquez,2,Cuyotenango,PRIMARIA DE NIÑOS,PRIVADO,141,26,5.423076
2013,13,Huehuetenango,19,Colotenango,PRIMARIA DE NIÑOS,PRIVADO,154,7,22
1998,12,San Marcos,9,Tajumulco,PRIMARIA DE NIÑOS,PRIVADO,302,0,
2001,13,Huehuetenango,31,Santa Ana Huista,PRIMARIA DE NIÑOS,OFICIAL,1432,0,
2001,16,Alta Verapaz,5,Tamahú,PRIMARIA DE NIÑOS,PRIVADO,44,0,
2007,1,Guatemala,13,Fraijanes,PRIMARIA DE NIÑOS,PRIVADO,1136,67,16.955223
2010,6,Santa Rosa,1,Cuilapa,PRIMARIA DE NIÑOS,PRIVADO,664,41,16.195121
2011,13,Huehuetenango,31,Santa Ana Huista,PRIMARIA DE NIÑOS,OFICIAL,1399,67,20.880597
1998,10,Suchitepéquez,1,Mazatenango,PRIMARIA DE NIÑOS,PRIVADO,2023,0,
2016,5,Escuintla,10,Iztapa,PRIMARIA DE NIÑOS,OFICIAL,2059,0,
2005,10,Suchitepéquez,6,Santo Domingo Suchitepéquez,PRIMARIA DE NIÑOS,PRIVADO,241,12,20.083333
2004,10,Suchitepéquez,4,San Bernardino,PRIMARIA DE NIÑOS,OFICIAL,1874,58,32.310344
2002,12,San Marcos,21,La Reforma,PRIMARIA DE NIÑOS,OFICIAL,2718,0,
2005,3,Sacatepéquez,6,Santiago Sacatepéquez,PRIMARIA DE NIÑOS,PRIVADO,75,3,25
2008,21,Jalapa,6,Monjas,PRIMARIA DE NIÑOS,OFICIAL,4156,170,24.447058
2008,9,Quetzaltenango,5,Sibilia,PRIMARIA DE NIÑOS,OFICIAL,1851,83,22.301204
2013,14,Quiché,1,Santa Cruz Del Quiché,PRIMARIA DE NIÑOS,OFICIAL,13754,557,24.692998
2016,14,Quiché,10,Cunén,PRIMARIA DE NIÑOS,PRIVADO,44,0,
2016,16,Alta Verapaz,9,San Pedro Carchá,PRIMARIA DE NIÑOS,PRIVADO,609,0,
2002,9,Quetzaltenango,21,Génova Costa Cuca,PRIMARIA DE NIÑOS,PRIVADO,94,0,
1993,15,Baja Verapaz,6,Santa Cruz El Chol,PRIMARIA DE NIÑOS,OFICIAL,1461,0,
1999,13,Huehuetenango,7,Jacaltenango,PRIMARIA DE NIÑOS,OFICIAL,5888,0,
1999,22,Jutiapa,12,Jalpatagua,PRIMARIA DE NIÑOS,PRIVADO,242,0,
2006,16,Alta Verapaz,9,San Pedro Carchá,PRIMARIA DE NIÑOS,OFICIAL,33038,963,34.307372
2008,9,Quetzaltenango,21,Génova Costa Cuca,PRIMARIA DE NIÑOS,PRIVADO,44,3,14.666666
2014,1,Guatemala,4,San José Del Golfo,PRIMARIA DE NIÑOS,PRIVADO,27,3,9
2013,13,Huehuetenango,2,Chiantla,PRIMARIA DE NIÑOS,OFICIAL,15521,554,28.016245
1993,18,Izabal,3,El Estor,PRIMARIA DE NIÑOS,OFICIAL,3021,0,
2014,11,Retalhuleu,6,San Andrés Villa Seca,PRIMARIA DE NIÑOS,OFICIAL,7888,377,20.923076
1998,17,Petén,7,Santa Ana,PRIMARIA DE NIÑOS,PRIVADO,17,0,
2005,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,OFICIAL,4154,130,31.953846
1992,21,Jalapa,4,San Manuel Chaparrón,PRIMARIA DE NIÑOS,OFICIAL,1256,0,
1993,9,Quetzaltenango,22,Flores Costa Cuca,PRIMARIA DE NIÑOS,OFICIAL,2554,0,
2009,22,Jutiapa,8,Jeréz,PRIMARIA DE NIÑOS,OFICIAL,1056,52,20.307692
2013,3,Sacatepéquez,4,Sumpango,PRIMARIA DE NIÑOS,OFICIAL,4436,163,27.214723
2016,17,Petén,14,,PRIMARIA DE NIÑOS,OFICIAL,2083,0,
2008,12,San Marcos,11,San Rafael Pié De La Cuesta,PRIMARIA DE NIÑOS,OFICIAL,2684,83,32.337349
2009,13,Huehuetenango,3,Malacatancito,PRIMARIA DE NIÑOS,OFICIAL,3325,148,22.466216
1995,16,Alta Verapaz,3,San Cristóbal Verapaz,PRIMARIA DE NIÑOS,OFICIAL,3708,0,
1997,5,Escuintla,12,San Vicente Pacaya,PRIMARIA DE NIÑOS,OFICIAL,1658,0,
2008,11,Retalhuleu,4,San Martín Zapotitlán,PRIMARIA DE NIÑOS,OFICIAL,1823,62,29.403225
2012,4,Chimaltenango,3,San Martin Jilotepeque,PRIMARIA DE NIÑOS,OFICIAL,13775,593,23.229342
1992,13,Huehuetenango,28,San Rafael Petzal,PRIMARIA DE NIÑOS,OFICIAL,631,0,
1995,4,Chimaltenango,2,San José Poaquil,PRIMARIA DE NIÑOS,PRIVADO,159,0,
2004,12,San Marcos,15,Malacatán,PRIMARIA DE NIÑOS,MUNICIPAL,28,1,28
2012,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,PRIVADO,1414,79,17.898734
1997,5,Escuintla,10,Iztapa,PRIMARIA DE NIÑOS,PRIVADO,240,0,
1999,1,Guatemala,2,Santa Catarina Pinula,PRIMARIA DE NIÑOS,PRIVADO,2130,0,
2007,6,Santa Rosa,12,Santa Cruz Naranjo,PRIMARIA DE NIÑOS,PRIVADO,32,1,32
2009,6,Santa Rosa,7,San Juan Tecuaco,PRIMARIA DE NIÑOS,OFICIAL,1920,66,29.090909
1992,8,Totonicapán,5,Momostenango,PRIMARIA DE NIÑOS,PRIVADO,653,0,
1997,19,Zacapa,5,Teculután,PRIMARIA DE NIÑOS,PRIVADO,521,0,
2003,10,Suchitepéquez,13,Chicacao,PRIMARIA DE NIÑOS,OFICIAL,7129,196,36.372448
2005,13,Huehuetenango,18,San Mateo Ixtatán,PRIMARIA DE NIÑOS,PRIVADO,179,7,25.571428
2008,21,Jalapa,3,San Luis Jilotepéque,PRIMARIA DE NIÑOS,PRIVADO,237,17,13.941176
2008,8,Totonicapán,5,Momostenango,PRIMARIA DE NIÑOS,PRIVADO,982,42,23.380952
1992,13,Huehuetenango,27,Aguacatán,PRIMARIA DE NIÑOS,OFICIAL,3250,0,
1992,3,Sacatepéquez,12,Ciudad Vieja,PRIMARIA DE NIÑOS,PRIVADO,301,0,
2003,1,Guatemala,16,Villa Canales,PRIMARIA DE NIÑOS,MUNICIPAL,182,5,36.4
2011,2,El Progreso,1,Guastatoya,PRIMARIA DE NIÑOS,OFICIAL,2945,143,20.594405
2013,12,San Marcos,15,Malacatán,PRIMARIA DE NIÑOS,MUNICIPAL,40,1,40
2012,9,Quetzaltenango,5,Sibilia,PRIMARIA DE NIÑOS,PRIVADO,65,6,10.833333
1999,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,PRIVADO,213,0,
2001,19,Zacapa,3,Rio Hondo,PRIMARIA DE NIÑOS,PRIVADO,140,0,
2004,5,Escuintla,6,Tiquisate,PRIMARIA DE NIÑOS,OFICIAL,7617,230,33.117391
2009,13,Huehuetenango,20,San Sebastián Huehuetenango,PRIMARIA DE NIÑOS,OFICIAL,5921,198,29.90404
2009,4,Chimaltenango,7,Patzún,PRIMARIA DE NIÑOS,OFICIAL,7538,275,27.410909
2012,10,Suchitepéquez,9,San Pablo Jocopilas,PRIMARIA DE NIÑOS,OFICIAL,3351,145,23.110344
2016,20,Chiquimula,8,Concepción Las Minas,PRIMARIA DE NIÑOS,OFICIAL,1528,0,
1993,14,Quiché,11,San Juan Cotzal,PRIMARIA DE NIÑOS,OFICIAL,1806,0,
2014,9,Quetzaltenango,23,La Esperanza,PRIMARIA DE NIÑOS,OFICIAL,2384,95,25.094736
1994,22,Jutiapa,16,San José Acatempa,PRIMARIA DE NIÑOS,OFICIAL,1614,0,
1996,7,Sololá,17,San Juan La Laguna,PRIMARIA DE NIÑOS,OFICIAL,942,0,
1995,11,Retalhuleu,3,Santa Cruz Muluá,PRIMARIA DE NIÑOS,OFICIAL,1656,0,
2000,6,Santa Rosa,6,Oratorio,PRIMARIA DE NIÑOS,PRIVADO,41,0,
2005,1,Guatemala,15,Villa Nueva,PRIMARIA DE NIÑOS,OFICIAL,37648,922,40.832971
2006,9,Quetzaltenango,22,Flores Costa Cuca,PRIMARIA DE NIÑOS,OFICIAL,3619,111,32.603603
2006,13,Huehuetenango,4,Cuilco,PRIMARIA DE NIÑOS,PRIVADO,123,6,20.5
2015,2,El Progreso,1,Guastatoya,PRIMARIA DE NIÑOS,PRIVADO,667,42,15.880952
2000,2,El Progreso,2,Morazán,PRIMARIA DE NIÑOS,OFICIAL,1916,0,
2013,17,Petén,11,Melchor De Mencos,PRIMARIA DE NIÑOS,OFICIAL,3955,234,16.901709
2016,3,Sacatepéquez,14,San Juan Alotenango,PRIMARIA DE NIÑOS,PRIVADO,847,0,
2013,3,Sacatepéquez,13,San Miguel Dueñas,PRIMARIA DE NIÑOS,PRIVADO,157,24,6.541666
1994,14,Quiché,1,Santa Cruz Del Quiché,PRIMARIA DE NIÑOS,OFICIAL,6716,0,
1999,15,Baja Verapaz,1,Salamá,PRIMARIA DE NIÑOS,OFICIAL,7209,0,
2003,5,Escuintla,5,Masagua,PRIMARIA DE NIÑOS,PRIVADO,307,10,30.7
2006,10,Suchitepéquez,2,Cuyotenango,PRIMARIA DE NIÑOS,PRIVADO,281,22,12.772727
2006,2,El Progreso,6,Sansare,PRIMARIA DE NIÑOS,PRIVADO,52,8,6.5
2005,11,Retalhuleu,6,San Andrés Villa Seca,PRIMARIA DE NIÑOS,OFICIAL,7561,245,30.861224
2015,22,Jutiapa,5,Asunción Mita,PRIMARIA DE NIÑOS,PRIVADO,623,86,7.244186
2015,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,PRIVADO,174,26,6.692307
2016,4,Chimaltenango,12,San Pedro Yepocapa,PRIMARIA DE NIÑOS,OFICIAL,5370,0,
2013,20,Chiquimula,6,Olopa,PRIMARIA DE NIÑOS,OFICIAL,4625,212,21.816037
2016,1,Guatemala,5,Palencia,PRIMARIA DE NIÑOS,OFICIAL,8574,0,
1994,6,Santa Rosa,12,Santa Cruz Naranjo,PRIMARIA DE NIÑOS,OFICIAL,1497,0,
1998,13,Huehuetenango,15,Todos Santos Cuchumatán,PRIMARIA DE NIÑOS,PRIVADO,0,0,
2004,3,Sacatepéquez,12,Ciudad Vieja,PRIMARIA DE NIÑOS,OFICIAL,2799,78,35.884615
2006,22,Jutiapa,6,Yupiltepéque,PRIMARIA DE NIÑOS,OFICIAL,3067,86,35.66279
1993,18,Izabal,4,Morales,PRIMARIA DE NIÑOS,OFICIAL,10391,0,
2002,14,Quiché,19,Chicamán,PRIMARIA DE NIÑOS,OFICIAL,4351,0,
2003,10,Suchitepéquez,13,Chicacao,PRIMARIA DE NIÑOS,PRIVADO,800,26,30.76923
2008,18,Izabal,3,El Estor,PRIMARIA DE NIÑOS,OFICIAL,11657,380,30.676315
2014,8,Totonicapán,7,Santa Lucía La Reforma,PRIMARIA DE NIÑOS,PRIVADO,578,23,25.130434
1997,9,Quetzaltenango,17,Colomba Costa Cuca,PRIMARIA DE NIÑOS,OFICIAL,4602,0,
1999,22,Jutiapa,3,Santa Catarina Mita,PRIMARIA DE NIÑOS,PRIVADO,423,0,
1999,5,Escuintla,6,Tiquisate,PRIMARIA DE NIÑOS,MUNICIPAL,471,0,
2004,22,Jutiapa,5,Asunción Mita,PRIMARIA DE NIÑOS,OFICIAL,7192,247,29.117408
2008,5,Escuintla,1,Escuintla,PRIMARIA DE NIÑOS,OFICIAL,17987,500,35.974
2007,4,Chimaltenango,6,Tecpán Guatemala,PRIMARIA DE NIÑOS,PRIVADO,1030,49,21.020408
1997,16,Alta Verapaz,2,Santa Cruz Verapaz,PRIMARIA DE NIÑOS,OFICIAL,1926,0,
2001,5,Escuintla,7,La Gomera,PRIMARIA DE NIÑOS,PRIVADO,746,0,
2006,14,Quiché,16,Sacapulas,PRIMARIA DE NIÑOS,MUNICIPAL,129,4,32.25
1995,5,Escuintla,9,San José,PRIMARIA DE NIÑOS,OFICIAL,5328,0,
2005,10,Suchitepéquez,8,Samayac,PRIMARIA DE NIÑOS,OFICIAL,3354,120,27.95
2014,7,Sololá,10,Panajachel,PRIMARIA DE NIÑOS,PRIVADO,622,75,8.293333
1992,12,San Marcos,16,Catarina,PRIMARIA DE NIÑOS,OFICIAL,3576,0,
2006,3,Sacatepéquez,10,Magdalena Milpas Altas,PRIMARIA DE NIÑOS,PRIVADO,35,2,17.5
2014,5,Escuintla,6,Tiquisate,PRIMARIA DE NIÑOS,OFICIAL,7347,329,22.331306
2008,5,Escuintla,5,Masagua,PRIMARIA DE NIÑOS,OFICIAL,6746,206,32.747572
2010,3,Sacatepéquez,5,Santo Domingo Xenacoj,PRIMARIA DE NIÑOS,PRIVADO,80,9,8.888888
2014,1,Guatemala,5,Palencia,PRIMARIA DE NIÑOS,OFICIAL,8616,350,24.617142
1993,17,Petén,7,Santa Ana,PRIMARIA DE NIÑOS,OFICIAL,1208,0,
1998,19,Zacapa,3,Rio Hondo,PRIMARIA DE NIÑOS,OFICIAL,2439,0,
2005,4,Chimaltenango,16,El Tejar,PRIMARIA DE NIÑOS,PRIVADO,271,15,18.066666
1995,18,Izabal,5,Los Amates,PRIMARIA DE NIÑOS,MUNICIPAL,87,0,
1997,22,Jutiapa,14,Moyuta,PRIMARIA DE NIÑOS,PRIVADO,175,0,
2003,16,Alta Verapaz,3,San Cristóbal Verapaz,PRIMARIA DE NIÑOS,OFICIAL,6784,225,30.151111
2006,13,Huehuetenango,18,San Mateo Ixtatán,PRIMARIA DE NIÑOS,PRIVADO,264,9,29.333333
2010,1,Guatemala,8,Mixco,PRIMARIA DE NIÑOS,OFICIAL,35083,952,36.85189
2014,13,Huehuetenango,27,Aguacatán,PRIMARIA DE NIÑOS,PRIVADO,457,28,16.321428
2016,3,Sacatepéquez,10,Magdalena Milpas Altas,PRIMARIA DE NIÑOS,PRIVADO,196,0,
1994,13,Huehuetenango,1,Huehuetenango,PRIMARIA DE NIÑOS,OFICIAL,9331,0,
1997,4,Chimaltenango,2,San José Poaquil,PRIMARIA DE NIÑOS,OFICIAL,3038,0,
2006,9,Quetzaltenango,20,Coatepeque,PRIMARIA DE NIÑOS,OFICIAL,18364,523,35.11281
